Ortschaftsname;PLZ;Gemeindename;BFS-Nr;Kantonskürzel;Gültig ab
Segnas;7186;Disentis/Mustér;3982;GR;01.01.2025
Curaglia;7184;Medel (Lucmagn);3983;GR;01.01.2025
Platta;7185;Medel (Lucmagn);3983;GR;01.01.2025
Rabius;7172;Sumvitg;3985;GR;01.01.2025
Surrein;7173;Sumvitg;3985;GR;01.01.2025
S. Benedetg;7174;Sumvitg;3985;GR;01.01.2025
Sumvitg;7175;Sumvitg;3985;GR;01.01.2025
Cumpadials;7176;Sumvitg;3985;GR;01.01.2025
Disentis/Mustér;7180;Sumvitg;3985;GR;01.01.2025
Camischolas;7187;Tujetsch;3986;GR;01.01.2025
Sedrun;7188;Tujetsch;3986;GR;01.01.2025
Rueras;7189;Tujetsch;3986;GR;01.01.2025
Trun;7166;Trun;3987;GR;01.01.2025
Zignau;7167;Trun;3987;GR;01.01.2025
Schlans;7168;Trun;3987;GR;01.01.2025
Rabius;7172;Trun;3987;GR;01.01.2025
Obersaxen;7134;Obersaxen Mundaun;3988;GR;01.01.2025
Flond;7137;Obersaxen Mundaun;3988;GR;01.01.2025
Surcuolm;7138;Obersaxen Mundaun;3988;GR;01.01.2025
Aarau;5000;Aarau;4001;AG;01.01.2025
Aarau;5004;Aarau;4001;AG;01.01.2025
Aarau Rohr;5032;Aarau;4001;AG;01.01.2025
Biberstein;5023;Biberstein;4002;AG;01.01.2025
Buchs AG;5033;Buchs (AG);4003;AG;01.01.2025
Asp;5025;Densbüren;4004;AG;01.01.2025
Densbüren;5026;Densbüren;4004;AG;01.01.2025
Barmelweid;5017;Erlinsbach (AG);4005;AG;01.01.2025
Erlinsbach;5018;Erlinsbach (AG);4005;AG;01.01.2025
Gränichen;5722;Gränichen;4006;AG;01.01.2025
Teufenthal AG;5723;Gränichen;4006;AG;01.01.2025
Hirschthal;5042;Hirschthal;4007;AG;01.01.2025
Rombach;5022;Küttigen;4008;AG;01.01.2025
Küttigen;5024;Küttigen;4008;AG;01.01.2025
Muhen;5037;Muhen;4009;AG;01.01.2025
Oberentfelden;5036;Oberentfelden;4010;AG;01.01.2025
Aarau;5000;Suhr;4012;AG;01.01.2025
Suhr;5034;Suhr;4012;AG;01.01.2025
Unterentfelden;5035;Unterentfelden;4013;AG;01.01.2025
Turgi;5300;Baden;4021;AG;01.01.2025
Baden;5400;Baden;4021;AG;01.01.2025
Baden;5404;Baden;4021;AG;01.01.2025
Dättwil AG;5405;Baden;4021;AG;01.01.2025
Rütihof;5406;Baden;4021;AG;01.01.2025
Bellikon;5454;Bellikon;4022;AG;01.01.2025
Widen;8967;Bellikon;4022;AG;01.01.2025
Bergdietikon;8962;Bergdietikon;4023;AG;01.01.2025
Widen;8967;Bergdietikon;4023;AG;01.01.2025
Rütihof;5406;Birmenstorf (AG);4024;AG;01.01.2025
Birmenstorf AG;5413;Birmenstorf (AG);4024;AG;01.01.2025
Ennetbaden;5408;Ennetbaden;4026;AG;01.01.2025
Dättwil AG;5405;Fislisbach;4027;AG;01.01.2025
Fislisbach;5442;Fislisbach;4027;AG;01.01.2025
Freienwil;5423;Freienwil;4028;AG;01.01.2025
Gebenstorf;5412;Gebenstorf;4029;AG;01.01.2025
Vogelsang AG;5412;Gebenstorf;4029;AG;01.01.2025
Killwangen;8956;Killwangen;4030;AG;01.01.2025
Künten;5444;Künten;4031;AG;01.01.2025
Mägenwil;5506;Mägenwil;4032;AG;01.01.2025
Mellingen;5507;Mellingen;4033;AG;01.01.2025
Neuenhof;5432;Neuenhof;4034;AG;01.01.2025
Niederrohrdorf;5443;Niederrohrdorf;4035;AG;01.01.2025
Oberrohrdorf;5452;Oberrohrdorf;4037;AG;01.01.2025
Nussbaumen AG;5415;Obersiggenthal;4038;AG;01.01.2025
Hertenstein AG;5415;Obersiggenthal;4038;AG;01.01.2025
Rieden AG;5415;Obersiggenthal;4038;AG;01.01.2025
Kirchdorf AG;5416;Obersiggenthal;4038;AG;01.01.2025
Remetschwil;5453;Remetschwil;4039;AG;01.01.2025
Dietikon;8953;Spreitenbach;4040;AG;01.01.2025
Spreitenbach;8957;Spreitenbach;4040;AG;01.01.2025
Stetten AG;5608;Stetten (AG);4041;AG;01.01.2025
Siggenthal Station;5301;Untersiggenthal;4044;AG;01.01.2025
Kirchdorf AG;5416;Untersiggenthal;4044;AG;01.01.2025
Untersiggenthal;5417;Untersiggenthal;4044;AG;01.01.2025
Wettingen;5430;Wettingen;4045;AG;01.01.2025
Mägenwil;5506;Wohlenschwil;4046;AG;01.01.2025
Wohlenschwil;5512;Wohlenschwil;4046;AG;01.01.2025
Würenlingen;5303;Würenlingen;4047;AG;01.01.2025
Wettingen;5430;Würenlos;4048;AG;01.01.2025
Würenlos;5436;Würenlos;4048;AG;01.01.2025
Kloster Fahr;8109;Würenlos;4048;AG;01.01.2025
Ehrendingen;5420;Ehrendingen;4049;AG;01.01.2025
Arni AG;8905;Arni (AG);4061;AG;01.01.2025
Rudolfstetten;8964;Berikon;4062;AG;01.01.2025
Berikon;8965;Berikon;4062;AG;01.01.2025
Bremgarten AG;5620;Bremgarten (AG);4063;AG;01.01.2025
Hermetschwil-Staffeln;5626;Bremgarten (AG);4063;AG;01.01.2025
Büttikon AG;5619;Büttikon;4064;AG;01.01.2025
Hendschiken;5604;Dottikon;4065;AG;01.01.2025
Dottikon;5605;Dottikon;4065;AG;01.01.2025
Eggenwil;5445;Eggenwil;4066;AG;01.01.2025
Fischbach-Göslikon;5525;Fischbach-Göslikon;4067;AG;01.01.2025
Tägerig;5522;Hägglingen;4068;AG;01.01.2025
Hägglingen;5607;Hägglingen;4068;AG;01.01.2025
Jonen;8916;Jonen;4071;AG;01.01.2025
Niederwil AG;5524;Niederwil (AG);4072;AG;01.01.2025
Nesselnbach;5524;Niederwil (AG);4072;AG;01.01.2025
Oberlunkhofen;8917;Oberlunkhofen;4073;AG;01.01.2025
Oberwil-Lieli;8966;Oberwil-Lieli;4074;AG;01.01.2025
Rudolfstetten;8964;Rudolfstetten-Friedlisberg;4075;AG;01.01.2025
Sarmenstorf;5614;Sarmenstorf;4076;AG;01.01.2025
Bettwil;5618;Sarmenstorf;4076;AG;01.01.2025
Tägerig;5522;Tägerig;4077;AG;01.01.2025
Uezwil;5619;Uezwil;4078;AG;01.01.2025
Unterlunkhofen;8918;Unterlunkhofen;4079;AG;01.01.2025
Dottikon;5605;Villmergen;4080;AG;01.01.2025
Wohlen AG;5610;Villmergen;4080;AG;01.01.2025
Anglikon;5611;Villmergen;4080;AG;01.01.2025
Villmergen;5612;Villmergen;4080;AG;01.01.2025
Hilfikon;5613;Villmergen;4080;AG;01.01.2025
Widen;8967;Widen;4081;AG;01.01.2025
Wohlen AG;5610;Wohlen (AG);4082;AG;01.01.2025
Anglikon;5611;Wohlen (AG);4082;AG;01.01.2025
Villmergen;5612;Wohlen (AG);4082;AG;01.01.2025
Zufikon;5621;Zufikon;4083;AG;01.01.2025
Islisberg;8905;Islisberg;4084;AG;01.01.2025
Auenstein;5105;Auenstein;4091;AG;01.01.2025
Birr;5242;Birr;4092;AG;01.01.2025
Birrhard;5244;Birrhard;4093;AG;01.01.2025
Schinznach Bad;5116;Brugg;4095;AG;01.01.2025
Brugg AG;5200;Brugg;4095;AG;01.01.2025
Windisch;5210;Brugg;4095;AG;01.01.2025
Umiken;5222;Brugg;4095;AG;01.01.2025
Habsburg;5245;Habsburg;4099;AG;01.01.2025
Windisch;5210;Hausen (AG);4100;AG;01.01.2025
Hausen AG;5212;Hausen (AG);4100;AG;01.01.2025
Hausen AG;5212;Lupfig;4104;AG;01.01.2025
Lupfig;5242;Lupfig;4104;AG;01.01.2025
Scherz;5246;Lupfig;4104;AG;01.01.2025
Mandach;5318;Mandach;4105;AG;01.01.2025
Effingen;5078;Mönthal;4106;AG;01.01.2025
Mönthal;5237;Mönthal;4106;AG;01.01.2025
Mülligen;5243;Mülligen;4107;AG;01.01.2025
Remigen;5236;Remigen;4110;AG;01.01.2025
Riniken;5223;Riniken;4111;AG;01.01.2025
Brugg AG;5200;Rüfenach;4112;AG;01.01.2025
Rüfenach AG;5235;Rüfenach;4112;AG;01.01.2025
Thalheim AG;5112;Thalheim (AG);4117;AG;01.01.2025
Veltheim AG;5106;Veltheim (AG);4120;AG;01.01.2025
Stilli;5233;Villigen;4121;AG;01.01.2025
Villigen;5234;Villigen;4121;AG;01.01.2025
Schinznach Dorf;5107;Villnachern;4122;AG;01.01.2025
Villnachern;5213;Villnachern;4122;AG;01.01.2025
Umiken;5222;Villnachern;4122;AG;01.01.2025
Bözberg;5225;Villnachern;4122;AG;01.01.2025
Windisch;5210;Windisch;4123;AG;01.01.2025
Bözberg;5225;Bözberg;4124;AG;01.01.2025
Remigen;5236;Bözberg;4124;AG;01.01.2025
Mönthal;5237;Bözberg;4124;AG;01.01.2025
Schinznach Dorf;5107;Schinznach;4125;AG;01.01.2025
Oberflachs;5108;Schinznach;4125;AG;01.01.2025
Beinwil am See;5712;Beinwil am See;4131;AG;01.01.2025
Birrwil;5708;Birrwil;4132;AG;01.01.2025
Dürrenäsch;5724;Dürrenäsch;4134;AG;01.01.2025
Unterkulm;5726;Dürrenäsch;4134;AG;01.01.2025
Schmiedrued;5046;Gontenschwil;4135;AG;01.01.2025
Walde AG;5046;Gontenschwil;4135;AG;01.01.2025
Gontenschwil;5728;Gontenschwil;4135;AG;01.01.2025
Holziken;5043;Holziken;4136;AG;01.01.2025
Leimbach AG;5733;Leimbach (AG);4137;AG;01.01.2025
Boniswil;5706;Leutwil;4138;AG;01.01.2025
Leutwil;5725;Leutwil;4138;AG;01.01.2025
Burg AG;5736;Menziken;4139;AG;01.01.2025
Menziken;5737;Menziken;4139;AG;01.01.2025
Oberkulm;5727;Oberkulm;4140;AG;01.01.2025
Reinach AG;5734;Reinach (AG);4141;AG;01.01.2025
Schlossrued;5044;Schlossrued;4142;AG;01.01.2025
Schmiedrued;5046;Schmiedrued;4143;AG;01.01.2025
Walde AG;5046;Schmiedrued;4143;AG;01.01.2025
Schöftland;5040;Schöftland;4144;AG;01.01.2025
Teufenthal AG;5723;Teufenthal (AG);4145;AG;01.01.2025
Dürrenäsch;5724;Teufenthal (AG);4145;AG;01.01.2025
Gränichen;5722;Unterkulm;4146;AG;01.01.2025
Teufenthal AG;5723;Unterkulm;4146;AG;01.01.2025
Unterkulm;5726;Unterkulm;4146;AG;01.01.2025
Zetzwil;5732;Zetzwil;4147;AG;01.01.2025
Eiken;5074;Eiken;4161;AG;01.01.2025
Frick;5070;Frick;4163;AG;01.01.2025
Gansingen;5272;Gansingen;4164;AG;01.01.2025
Wölflinswil;5063;Gipf-Oberfrick;4165;AG;01.01.2025
Gipf-Oberfrick;5073;Gipf-Oberfrick;4165;AG;01.01.2025
Laufenburg;5080;Kaisten;4169;AG;01.01.2025
Kaisten;5082;Kaisten;4169;AG;01.01.2025
Ittenthal;5083;Kaisten;4169;AG;01.01.2025
Laufenburg;5080;Laufenburg;4170;AG;01.01.2025
Rheinsulz;5084;Laufenburg;4170;AG;01.01.2025
Sulz AG;5085;Laufenburg;4170;AG;01.01.2025
Münchwilen AG;4333;Münchwilen (AG);4172;AG;01.01.2025
Oberhof;5062;Oberhof;4173;AG;01.01.2025
Oeschgen;5072;Oeschgen;4175;AG;01.01.2025
Schwaderloch;5326;Schwaderloch;4176;AG;01.01.2025
Sisseln AG;4334;Sisseln;4177;AG;01.01.2025
Wittnau;5064;Wittnau;4181;AG;01.01.2025
Densbüren;5026;Wölflinswil;4182;AG;01.01.2025
Wölflinswil;5063;Wölflinswil;4182;AG;01.01.2025
Zeihen;5079;Zeihen;4183;AG;01.01.2025
Oberhofen AG;5273;Mettauertal;4184;AG;01.01.2025
Mettau;5274;Mettauertal;4184;AG;01.01.2025
Etzgen;5275;Mettauertal;4184;AG;01.01.2025
Wil AG;5276;Mettauertal;4184;AG;01.01.2025
Hottwil;5277;Mettauertal;4184;AG;01.01.2025
Hornussen;5075;Böztal;4185;AG;01.01.2025
Bözen;5076;Böztal;4185;AG;01.01.2025
Elfingen;5077;Böztal;4185;AG;01.01.2025
Effingen;5078;Böztal;4185;AG;01.01.2025
Herznach;5027;Herznach-Ueken;4186;AG;01.01.2025
Ueken;5028;Herznach-Ueken;4186;AG;01.01.2025
Ammerswil AG;5600;Ammerswil;4191;AG;01.01.2025
Boniswil;5706;Boniswil;4192;AG;01.01.2025
Birrwil;5708;Boniswil;4192;AG;01.01.2025
Brunegg;5505;Brunegg;4193;AG;01.01.2025
Dintikon;5606;Dintikon;4194;AG;01.01.2025
Seon;5703;Egliswil;4195;AG;01.01.2025
Egliswil;5704;Egliswil;4195;AG;01.01.2025
Fahrwangen;5615;Fahrwangen;4196;AG;01.01.2025
Hallwil;5705;Hallwil;4197;AG;01.01.2025
Hendschiken;5604;Hendschiken;4198;AG;01.01.2025
Holderbank AG;5113;Holderbank (AG);4199;AG;01.01.2025
Hunzenschwil;5502;Hunzenschwil;4200;AG;01.01.2025
Lenzburg;5600;Lenzburg;4201;AG;01.01.2025
Fahrwangen;5615;Meisterschwanden;4202;AG;01.01.2025
Meisterschwanden;5616;Meisterschwanden;4202;AG;01.01.2025
Tennwil;5617;Meisterschwanden;4202;AG;01.01.2025
Wildegg;5103;Möriken-Wildegg;4203;AG;01.01.2025
Möriken AG;5103;Möriken-Wildegg;4203;AG;01.01.2025
Wildegg;5103;Niederlenz;4204;AG;01.01.2025
Niederlenz;5702;Niederlenz;4204;AG;01.01.2025
Othmarsingen;5504;Othmarsingen;4205;AG;01.01.2025
Hendschiken;5604;Othmarsingen;4205;AG;01.01.2025
Rupperswil;5102;Rupperswil;4206;AG;01.01.2025
Wildegg;5103;Rupperswil;4206;AG;01.01.2025
Schafisheim;5503;Schafisheim;4207;AG;01.01.2025
Seengen;5707;Seengen;4208;AG;01.01.2025
Seon;5703;Seon;4209;AG;01.01.2025
Staufen;5603;Staufen;4210;AG;01.01.2025
Abtwil AG;5646;Abtwil;4221;AG;01.01.2025
Aristau;5628;Aristau;4222;AG;01.01.2025
Muri AG;5630;Aristau;4222;AG;01.01.2025
Beinwil (Freiamt);5637;Auw;4223;AG;01.01.2025
Mühlau;5642;Auw;4223;AG;01.01.2025
Meienberg;5643;Auw;4223;AG;01.01.2025
Auw;5644;Auw;4223;AG;01.01.2025
Kleinwangen;6277;Auw;4223;AG;01.01.2025
Beinwil (Freiamt);5637;Beinwil (Freiamt);4224;AG;01.01.2025
Besenbüren;5627;Besenbüren;4226;AG;01.01.2025
Bettwil;5618;Bettwil;4227;AG;01.01.2025
Buttwil;5632;Bettwil;4227;AG;01.01.2025
Boswil;5623;Boswil;4228;AG;01.01.2025
Muri AG;5630;Boswil;4228;AG;01.01.2025
Buttwil;5632;Boswil;4228;AG;01.01.2025
Bünzen;5624;Bünzen;4229;AG;01.01.2025
Waldhäusern AG;5624;Bünzen;4229;AG;01.01.2025
Buttwil;5632;Buttwil;4230;AG;01.01.2025
Inwil;6034;Dietwil;4231;AG;01.01.2025
Dietwil;6042;Dietwil;4231;AG;01.01.2025
Geltwil;5637;Geltwil;4232;AG;01.01.2025
Kallern;5625;Kallern;4233;AG;01.01.2025
Merenschwand;5634;Merenschwand;4234;AG;01.01.2025
Benzenschwil;5636;Merenschwand;4234;AG;01.01.2025
Mühlau;5642;Mühlau;4235;AG;01.01.2025
Muri AG;5630;Muri (AG);4236;AG;01.01.2025
Oberrüti;5647;Oberrüti;4237;AG;01.01.2025
Rottenschwil;8919;Rottenschwil;4238;AG;01.01.2025
Sins;5643;Sins;4239;AG;01.01.2025
Sins;5643;Sins;4239;AG;01.01.2025
Alikon;5643;Sins;4239;AG;01.01.2025
Meienberg;5643;Sins;4239;AG;01.01.2025
Aettenschwil;5645;Sins;4239;AG;01.01.2025
Fenkrieden;5645;Sins;4239;AG;01.01.2025
Inwil;6034;Sins;4239;AG;01.01.2025
Ballwil;6275;Sins;4239;AG;01.01.2025
Waltenschwil;5622;Waltenschwil;4240;AG;01.01.2025
Hellikon;4316;Hellikon;4251;AG;01.01.2025
Hemmiken;4465;Hellikon;4251;AG;01.01.2025
Kaiseraugst;4303;Kaiseraugst;4252;AG;01.01.2025
Olsberg;4305;Magden;4253;AG;01.01.2025
Magden;4312;Magden;4253;AG;01.01.2025
Möhlin;4313;Möhlin;4254;AG;01.01.2025
Mumpf;4322;Mumpf;4255;AG;01.01.2025
Obermumpf;4324;Obermumpf;4256;AG;01.01.2025
Olsberg;4305;Olsberg;4257;AG;01.01.2025
Kaiseraugst;4303;Rheinfelden;4258;AG;01.01.2025
Rheinfelden;4310;Rheinfelden;4258;AG;01.01.2025
Möhlin;4313;Rheinfelden;4258;AG;01.01.2025
Schupfart;4325;Schupfart;4259;AG;01.01.2025
Stein AG;4332;Stein (AG);4260;AG;01.01.2025
Wallbach;4323;Wallbach;4261;AG;01.01.2025
Wegenstetten;4317;Wegenstetten;4262;AG;01.01.2025
Zeiningen;4314;Zeiningen;4263;AG;01.01.2025
Zuzgen;4315;Zeiningen;4263;AG;01.01.2025
Wallbach;4323;Zeiningen;4263;AG;01.01.2025
Zuzgen;4315;Zuzgen;4264;AG;01.01.2025
Olten;4600;Aarburg;4271;AG;01.01.2025
Aarburg;4663;Aarburg;4271;AG;01.01.2025
Oftringen;4665;Aarburg;4271;AG;01.01.2025
Uerkheim;4813;Bottenwil;4273;AG;01.01.2025
Bottenwil;4814;Bottenwil;4273;AG;01.01.2025
Vordemwald;4803;Brittnau;4274;AG;01.01.2025
Brittnau;4805;Brittnau;4274;AG;01.01.2025
Pfaffnau;6264;Brittnau;4274;AG;01.01.2025
Kirchleerau;5054;Kirchleerau;4275;AG;01.01.2025
Uerkheim;4813;Kölliken;4276;AG;01.01.2025
Kölliken;5742;Kölliken;4276;AG;01.01.2025
Moosleerau;5054;Moosleerau;4277;AG;01.01.2025
Murgenthal;4853;Murgenthal;4279;AG;01.01.2025
Riken AG;4853;Murgenthal;4279;AG;01.01.2025
Glashütten;4856;Murgenthal;4279;AG;01.01.2025
Roggwil BE;4914;Murgenthal;4279;AG;01.01.2025
St. Urban;4915;Murgenthal;4279;AG;01.01.2025
Starrkirch-Wil;4656;Oftringen;4280;AG;01.01.2025
Oftringen;4665;Oftringen;4280;AG;01.01.2025
Zofingen;4800;Oftringen;4280;AG;01.01.2025
Attelwil;5056;Reitnau;4281;AG;01.01.2025
Reitnau;5057;Reitnau;4281;AG;01.01.2025
Strengelbach;4802;Rothrist;4282;AG;01.01.2025
Rothrist;4852;Rothrist;4282;AG;01.01.2025
Safenwil;5745;Safenwil;4283;AG;01.01.2025
Staffelbach;5053;Staffelbach;4284;AG;01.01.2025
Wittwil;5053;Staffelbach;4284;AG;01.01.2025
Strengelbach;4802;Strengelbach;4285;AG;01.01.2025
Mühlethal;4812;Uerkheim;4286;AG;01.01.2025
Uerkheim;4813;Uerkheim;4286;AG;01.01.2025
Vordemwald;4803;Vordemwald;4287;AG;01.01.2025
Rothrist;4852;Vordemwald;4287;AG;01.01.2025
Wiliberg;5058;Wiliberg;4288;AG;01.01.2025
Zofingen;4800;Zofingen;4289;AG;01.01.2025
Mühlethal;4812;Zofingen;4289;AG;01.01.2025
Bottenwil;4814;Zofingen;4289;AG;01.01.2025
Kleindöttingen;5314;Böttstein;4303;AG;01.01.2025
Böttstein;5315;Böttstein;4303;AG;01.01.2025
Döttingen;5312;Döttingen;4304;AG;01.01.2025
Endingen;5304;Endingen;4305;AG;01.01.2025
Unterendingen;5305;Endingen;4305;AG;01.01.2025
Fisibach;5467;Fisibach;4306;AG;01.01.2025
Full-Reuenthal;5324;Full-Reuenthal;4307;AG;01.01.2025
Klingnau;5313;Klingnau;4309;AG;01.01.2025
Koblenz;5322;Klingnau;4309;AG;01.01.2025
Koblenz;5322;Koblenz;4310;AG;01.01.2025
Leibstadt;5325;Leibstadt;4311;AG;01.01.2025
Lengnau AG;5426;Lengnau (AG);4312;AG;01.01.2025
Leuggern;5316;Leuggern;4313;AG;01.01.2025
Hettenschwil;5317;Leuggern;4313;AG;01.01.2025
Mellikon;5465;Mellikon;4314;AG;01.01.2025
Schneisingen;5425;Schneisingen;4318;AG;01.01.2025
Siglistorf;5462;Siglistorf;4319;AG;01.01.2025
Tegerfelden;5306;Tegerfelden;4320;AG;01.01.2025
Rietheim;5323;Zurzach;4324;AG;01.01.2025
Bad Zurzach;5330;Zurzach;4324;AG;01.01.2025
Rekingen AG;5332;Zurzach;4324;AG;01.01.2025
Baldingen;5333;Zurzach;4324;AG;01.01.2025
Böbikon;5334;Zurzach;4324;AG;01.01.2025
Wislikofen;5463;Zurzach;4324;AG;01.01.2025
Rümikon AG;5464;Zurzach;4324;AG;01.01.2025
Kaiserstuhl AG;5466;Zurzach;4324;AG;01.01.2025
Arbon;9320;Arbon;4401;TG;01.01.2025
Frasnacht;9320;Arbon;4401;TG;01.01.2025
Stachen;9320;Arbon;4401;TG;01.01.2025
Dozwil;8582;Dozwil;4406;TG;01.01.2025
Steinebrunn;9314;Egnach;4411;TG;01.01.2025
Neukirch (Egnach);9315;Egnach;4411;TG;01.01.2025
Winden;9315;Egnach;4411;TG;01.01.2025
Egnach;9322;Egnach;4411;TG;01.01.2025
Hefenhofen;8580;Hefenhofen;4416;TG;01.01.2025
Horn;9326;Horn;4421;TG;01.01.2025
Kesswil;8593;Kesswil;4426;TG;01.01.2025
Freidorf TG;9306;Roggwil (TG);4431;TG;01.01.2025
Lömmenschwil;9308;Roggwil (TG);4431;TG;01.01.2025
Neukirch (Egnach);9315;Roggwil (TG);4431;TG;01.01.2025
Frasnacht;9320;Roggwil (TG);4431;TG;01.01.2025
Stachen;9320;Roggwil (TG);4431;TG;01.01.2025
Roggwil TG;9325;Roggwil (TG);4431;TG;01.01.2025
Romanshorn;8590;Romanshorn;4436;TG;01.01.2025
Amriswil;8580;Salmsach;4441;TG;01.01.2025
Salmsach;8599;Salmsach;4441;TG;01.01.2025
Egnach;9322;Salmsach;4441;TG;01.01.2025
Sommeri;8580;Sommeri;4446;TG;01.01.2025
Romanshorn;8590;Uttwil;4451;TG;01.01.2025
Uttwil;8592;Uttwil;4451;TG;01.01.2025
Amriswil;8580;Amriswil;4461;TG;01.01.2025
Hagenwil b. Amriswil;8580;Amriswil;4461;TG;01.01.2025
Biessenhofen;8580;Amriswil;4461;TG;01.01.2025
Schocherswil;8581;Amriswil;4461;TG;01.01.2025
Oberaach;8587;Amriswil;4461;TG;01.01.2025
Bischofszell;9220;Bischofszell;4471;TG;01.01.2025
Schweizersholz;9223;Bischofszell;4471;TG;01.01.2025
Halden;9223;Bischofszell;4471;TG;01.01.2025
Erlen;8586;Erlen;4476;TG;01.01.2025
Kümmertshausen;8586;Erlen;4476;TG;01.01.2025
Riedt b. Erlen;8586;Erlen;4476;TG;01.01.2025
Buchackern;8586;Erlen;4476;TG;01.01.2025
Engishofen;8586;Erlen;4476;TG;01.01.2025
Ennetaach;8586;Erlen;4476;TG;01.01.2025
Heldswil;9216;Erlen;4476;TG;01.01.2025
Hauptwil;9213;Hauptwil-Gottshaus;4486;TG;01.01.2025
Bischofszell;9220;Hauptwil-Gottshaus;4486;TG;01.01.2025
Wilen (Gottshaus);9225;Hauptwil-Gottshaus;4486;TG;01.01.2025
St. Pelagiberg;9225;Hauptwil-Gottshaus;4486;TG;01.01.2025
Heldswil;9216;Hohentannen;4495;TG;01.01.2025
Hohentannen;9216;Hohentannen;4495;TG;01.01.2025
Kradolf;9214;Kradolf-Schönenberg;4501;TG;01.01.2025
Schönenberg an der Thur;9215;Kradolf-Schönenberg;4501;TG;01.01.2025
Buhwil;9215;Kradolf-Schönenberg;4501;TG;01.01.2025
Neukirch an der Thur;9217;Kradolf-Schönenberg;4501;TG;01.01.2025
Sulgen;8583;Sulgen;4506;TG;01.01.2025
Götighofen;8583;Sulgen;4506;TG;01.01.2025
Donzhausen;8583;Sulgen;4506;TG;01.01.2025
Kradolf;9214;Sulgen;4506;TG;01.01.2025
Zihlschlacht;8588;Zihlschlacht-Sitterdorf;4511;TG;01.01.2025
Sitterdorf;8589;Zihlschlacht-Sitterdorf;4511;TG;01.01.2025
Bischofszell;9220;Zihlschlacht-Sitterdorf;4511;TG;01.01.2025
Muolen;9313;Zihlschlacht-Sitterdorf;4511;TG;01.01.2025
Basadingen;8254;Basadingen-Schlattingen;4536;TG;01.01.2025
Schlattingen;8255;Basadingen-Schlattingen;4536;TG;01.01.2025
Unterstammheim;8476;Basadingen-Schlattingen;4536;TG;01.01.2025
Schlatt TG;8252;Diessenhofen;4545;TG;01.01.2025
Diessenhofen;8253;Diessenhofen;4545;TG;01.01.2025
Willisdorf;8253;Diessenhofen;4545;TG;01.01.2025
Schlatt TG;8252;Schlatt (TG);4546;TG;01.01.2025
Aadorf;8355;Aadorf;4551;TG;01.01.2025
Ettenhausen TG;8356;Aadorf;4551;TG;01.01.2025
Guntershausen b. Aadorf;8357;Aadorf;4551;TG;01.01.2025
Häuslenen;8522;Aadorf;4551;TG;01.01.2025
Aawangen;8522;Aadorf;4551;TG;01.01.2025
Wittenwil;9547;Aadorf;4551;TG;01.01.2025
Frauenfeld;8500;Felben-Wellhausen;4561;TG;01.01.2025
Felben-Wellhausen;8552;Felben-Wellhausen;4561;TG;01.01.2025
Frauenfeld;8500;Frauenfeld;4566;TG;01.01.2025
Gerlikon;8500;Frauenfeld;4566;TG;01.01.2025
Matzingen;9548;Frauenfeld;4566;TG;01.01.2025
Frauenfeld;8500;Gachnang;4571;TG;01.01.2025
Islikon;8546;Gachnang;4571;TG;01.01.2025
Kefikon TG;8546;Gachnang;4571;TG;01.01.2025
Gachnang;8547;Gachnang;4571;TG;01.01.2025
Harenwilen;8553;Hüttlingen;4590;TG;01.01.2025
Mettendorf TG;8553;Hüttlingen;4590;TG;01.01.2025
Hüttlingen;8553;Hüttlingen;4590;TG;01.01.2025
Eschikofen;8553;Hüttlingen;4590;TG;01.01.2025
Frauenfeld;8500;Matzingen;4591;TG;01.01.2025
Matzingen;9548;Matzingen;4591;TG;01.01.2025
Niederneunforn;8525;Neunforn;4601;TG;01.01.2025
Wilen b. Neunforn;8525;Neunforn;4601;TG;01.01.2025
Oberneunforn;8526;Neunforn;4601;TG;01.01.2025
Stettfurt;9507;Stettfurt;4606;TG;01.01.2025
Matzingen;9548;Stettfurt;4606;TG;01.01.2025
Frauenfeld;8500;Thundorf;4611;TG;01.01.2025
Thundorf;8512;Thundorf;4611;TG;01.01.2025
Lustdorf;8512;Thundorf;4611;TG;01.01.2025
Wetzikon TG;8512;Thundorf;4611;TG;01.01.2025
Uesslingen;8524;Uesslingen-Buch;4616;TG;01.01.2025
Buch b. Frauenfeld;8524;Uesslingen-Buch;4616;TG;01.01.2025
Warth;8532;Warth-Weiningen;4621;TG;01.01.2025
Weiningen TG;8532;Warth-Weiningen;4621;TG;01.01.2025
Hüttwilen;8536;Warth-Weiningen;4621;TG;01.01.2025
Altnau;8595;Altnau;4641;TG;01.01.2025
Kreuzlingen;8280;Bottighofen;4643;TG;01.01.2025
Bottighofen;8598;Bottighofen;4643;TG;01.01.2025
Ermatingen;8272;Ermatingen;4646;TG;01.01.2025
Triboltingen;8273;Ermatingen;4646;TG;01.01.2025
Gottlieben;8274;Gottlieben;4651;TG;01.01.2025
Güttingen;8594;Güttingen;4656;TG;01.01.2025
Hugelshofen;8565;Kemmental;4666;TG;01.01.2025
Neuwilen;8566;Kemmental;4666;TG;01.01.2025
Dotnacht;8566;Kemmental;4666;TG;01.01.2025
Ellighausen;8566;Kemmental;4666;TG;01.01.2025
Lippoldswilen;8566;Kemmental;4666;TG;01.01.2025
Siegershausen;8573;Kemmental;4666;TG;01.01.2025
Alterswilen;8573;Kemmental;4666;TG;01.01.2025
